Time (s) - i - ref (A)	Current (A) - i - ref (A)	Time (s) - i - obs (A)	Current (A) - i - obs (A)
7,993	0	7,993	-1,58E-14
7,994	0	7,994	-1,58E-14
7,995	0	7,995	-1,58E-14
7,996	0	7,996	-1,58E-14
7,997	0	7,997	-1,58E-14
7,998	0	7,998	-1,58E-14
7,999	0	7,999	-1,58E-14
8	0	8	-1,58E-14
8,001	0	8,001	-1,58E-14
8,002	0	8,002	-1,58E-14
8,003	0	8,003	-1,58E-14
8,004	0	8,004	-1,58E-14
8,005	0	8,005	-1,58E-14
8,006	0	8,006	-1,58E-14
8,007	0	8,007	-1,58E-14
8,008	0	8,008	-1,58E-14
8,009	0	8,009	-1,58E-14
8,01	0	8,01	-1,58E-14
8,011	0	8,011	-1,58E-14
8,012	0	8,012	-1,58E-14
8,013	0	8,013	-1,58E-14
8,014	0	8,014	-1,58E-14
8,015	0	8,015	-1,58E-14
8,016	0	8,016	-1,58E-14
8,017	0	8,017	-1,58E-14
8,018	0	8,018	-1,58E-14
8,019	0	8,019	-1,58E-14
8,02	0	8,02	-1,58E-14
8,021	0	8,021	-1,58E-14
8,022	0	8,022	-1,58E-14
8,023	0	8,023	-1,58E-14
8,024	0	8,024	-1,58E-14
8,025	0	8,025	-1,58E-14
8,026	0	8,026	-1,58E-14
8,027	0	8,027	-1,58E-14
8,028	0	8,028	-1,58E-14
8,029	0	8,029	-1,58E-14
8,03	0	8,03	-1,58E-14
8,031	0	8,031	-1,58E-14
8,032	0	8,032	-1,58E-14
8,033	0	8,033	-1,58E-14
8,034	0	8,034	-1,58E-14
8,035	0	8,035	-1,58E-14
8,036	0	8,036	-1,58E-14
8,037	0	8,037	-1,58E-14
8,038	0	8,038	-1,58E-14
8,039	0	8,039	-1,58E-14
8,04	0	8,04	-1,58E-14
8,041	0	8,041	-1,58E-14
8,042	0	8,042	-1,58E-14
8,043	0	8,043	-1,58E-14
8,044	0	8,044	-1,58E-14
8,045	0	8,045	-1,58E-14
8,046	0	8,046	-1,58E-14
8,047	0	8,047	-1,58E-14
8,048	0	8,048	-1,58E-14
8,049	0	8,049	-1,58E-14
8,05	0	8,05	-1,58E-14
8,051	0	8,051	-1,58E-14
8,052	0	8,052	-1,58E-14
8,053	0	8,053	-1,58E-14
8,054	0	8,054	-1,58E-14
8,055	0	8,055	-1,58E-14
8,056	0	8,056	-1,58E-14
8,057	0	8,057	-1,58E-14
8,058	0	8,058	-1,58E-14
8,059	0	8,059	-1,58E-14
8,06	0	8,06	-1,58E-14
8,061	0	8,061	-1,58E-14
8,062	0	8,062	-1,58E-14
8,063	0	8,063	-1,58E-14
8,064	0	8,064	-1,58E-14
8,065	0	8,065	-1,58E-14
8,066	0	8,066	-1,58E-14
8,067	0	8,067	-1,58E-14
8,068	0	8,068	-1,58E-14
8,069	0	8,069	-1,58E-14
8,07	0	8,07	-1,58E-14
8,071	0	8,071	-1,58E-14
8,072	0	8,072	-1,58E-14
8,073	0	8,073	-1,58E-14
8,074	0	8,074	-1,58E-14
8,075	0	8,075	-1,58E-14
8,076	0	8,076	-1,58E-14
8,077	0	8,077	-1,58E-14
8,078	0	8,078	-1,58E-14
8,079	0	8,079	-1,58E-14
8,08	0	8,08	-1,58E-14
8,081	0	8,081	-1,58E-14
8,082	0	8,082	-1,58E-14
8,083	0	8,083	-1,58E-14
8,084	0	8,084	-1,58E-14
8,085	0	8,085	-1,58E-14
8,086	0	8,086	-1,58E-14
8,087	0	8,087	-1,58E-14
8,088	0	8,088	-1,58E-14
8,089	0	8,089	-1,58E-14
8,09	0	8,09	-1,58E-14
8,091	0	8,091	-1,58E-14
8,092	0	8,092	-1,58E-14
8,093	0	8,093	-1,58E-14
8,094	0	8,094	-1,58E-14
8,095	0	8,095	-1,58E-14
8,096	0	8,096	-1,58E-14
8,097	0	8,097	-1,58E-14
8,098	0	8,098	-1,58E-14
8,099	0	8,099	-1,58E-14
8,1	0	8,1	-1,58E-14
8,101	0	8,101	-1,58E-14
8,102	0	8,102	-1,58E-14
8,103	0	8,103	-1,58E-14
8,104	0	8,104	-1,58E-14
8,105	0	8,105	-1,58E-14
8,106	0	8,106	-1,58E-14
8,107	0	8,107	-1,58E-14
8,108	0	8,108	-1,58E-14
8,109	0	8,109	-1,58E-14
8,11	0	8,11	-1,58E-14
8,111	0	8,111	-1,58E-14
8,112	0	8,112	-1,58E-14
8,113	0	8,113	-1,58E-14
8,114	0	8,114	-1,58E-14
8,115	0	8,115	-1,58E-14
8,116	0	8,116	-1,58E-14
8,117	0	8,117	-1,58E-14
8,118	0	8,118	-1,58E-14
8,119	0	8,119	-1,58E-14
8,12	0	8,12	-1,58E-14
8,121	0	8,121	-1,58E-14
8,122	0	8,122	-1,58E-14
8,123	0	8,123	-1,58E-14
8,124	0	8,124	-1,58E-14
8,125	0	8,125	-1,58E-14
8,126	0	8,126	-1,58E-14
8,127	0	8,127	-1,58E-14
8,128	0	8,128	-1,58E-14
8,129	0	8,129	-1,58E-14
8,13	0	8,13	-1,58E-14
8,131	0	8,131	-1,58E-14
8,132	0	8,132	-1,58E-14
8,133	0	8,133	-1,58E-14
8,134	0	8,134	-1,58E-14
8,135	0	8,135	-1,58E-14
8,136	0	8,136	-1,58E-14
8,137	0	8,137	-1,58E-14
8,138	0	8,138	-1,58E-14
8,139	0	8,139	-1,58E-14
8,14	0	8,14	-1,58E-14
8,141	0	8,141	-1,58E-14
8,142	0	8,142	-1,58E-14
8,143	0	8,143	-1,58E-14
8,144	0	8,144	-1,58E-14
8,145	0	8,145	-1,58E-14
8,146	0	8,146	-1,58E-14
8,147	0	8,147	-1,58E-14
8,148	0	8,148	-1,58E-14
8,149	0	8,149	-1,58E-14
8,15	0	8,15	-1,58E-14
8,151	0	8,151	-1,58E-14
8,152	0	8,152	-1,58E-14
8,153	0	8,153	-1,58E-14
8,154	0	8,154	-1,58E-14
8,155	0	8,155	-1,58E-14
8,156	0	8,156	-1,58E-14
8,157	0	8,157	-1,58E-14
8,158	0	8,158	-1,58E-14
8,159	0	8,159	-1,58E-14
8,16	0	8,16	-1,58E-14
8,161	0	8,161	-1,58E-14
8,162	0	8,162	-1,58E-14
8,163	0	8,163	-1,58E-14
8,164	0	8,164	-1,58E-14
8,165	0	8,165	-1,58E-14
8,166	0	8,166	-1,58E-14
8,167	0	8,167	-1,58E-14
8,168	0	8,168	-1,58E-14
8,169	0	8,169	-1,58E-14
8,17	0	8,17	-1,58E-14
8,171	0	8,171	-1,58E-14
8,172	0	8,172	-1,58E-14
8,173	0	8,173	-1,58E-14
8,174	0	8,174	-1,58E-14
8,175	0	8,175	-1,58E-14
8,176	0	8,176	-1,58E-14
8,177	0	8,177	-1,58E-14
8,178	0	8,178	-1,58E-14
8,179	0	8,179	-1,58E-14
8,18	0	8,18	-1,58E-14
8,181	0	8,181	-1,58E-14
8,182	0	8,182	-1,58E-14
8,183	0	8,183	-1,58E-14
8,184	0	8,184	-1,58E-14
8,185	0	8,185	-1,58E-14
8,186	0	8,186	-1,58E-14
8,187	0	8,187	-1,58E-14
8,188	0	8,188	-1,58E-14
8,189	0	8,189	-1,58E-14
8,19	0	8,19	-1,58E-14
8,191	0	8,191	-1,58E-14
8,192	0	8,192	-1,58E-14
8,193	0	8,193	-1,58E-14
8,194	0	8,194	-1,58E-14
8,195	0	8,195	-1,58E-14
8,196	0	8,196	-1,58E-14
8,197	0	8,197	-1,58E-14
8,198	0	8,198	-1,58E-14
8,199	0	8,199	-1,58E-14
8,2	0	8,2	-1,58E-14
8,201	0	8,201	-1,58E-14
8,202	0	8,202	-1,58E-14
8,203	0	8,203	-1,58E-14
8,204	0	8,204	-1,58E-14
8,205	0	8,205	-1,58E-14
8,206	0	8,206	-1,58E-14
8,207	0	8,207	-1,58E-14
8,208	0	8,208	-1,58E-14
8,209	0	8,209	-1,58E-14
8,21	0	8,21	-1,58E-14
8,211	0	8,211	-1,58E-14
8,212	0	8,212	-1,58E-14
8,213	0	8,213	-1,58E-14
8,214	0	8,214	-1,58E-14
8,215	0	8,215	-1,58E-14
8,216	0	8,216	-1,58E-14
8,217	0	8,217	-1,58E-14
8,218	0	8,218	-1,58E-14
8,219	0	8,219	-1,58E-14
8,22	0	8,22	-1,58E-14
8,221	0	8,221	-1,58E-14
8,222	0	8,222	-1,58E-14
8,223	0	8,223	-1,58E-14
8,224	0	8,224	-1,58E-14
8,225	0	8,225	-1,58E-14
8,226	0	8,226	-1,58E-14
8,227	0	8,227	-1,58E-14
8,228	0	8,228	-1,58E-14
8,229	0	8,229	-1,58E-14
8,23	0	8,23	-1,58E-14
8,231	0	8,231	-1,58E-14
8,232	0	8,232	-1,58E-14
8,233	0	8,233	-1,58E-14
8,234	0	8,234	-1,58E-14
8,235	0	8,235	-1,58E-14
8,236	0	8,236	-1,58E-14
8,237	0	8,237	-1,58E-14
8,238	0	8,238	-1,58E-14
8,239	0	8,239	-1,58E-14
8,24	0	8,24	-1,58E-14
8,241	0	8,241	-1,58E-14
8,242	0	8,242	-1,58E-14
8,243	0	8,243	-1,58E-14
8,244	0	8,244	-1,58E-14
8,245	0	8,245	-1,58E-14
8,246	0	8,246	-1,58E-14
8,247	0	8,247	-1,58E-14
8,248	0	8,248	-1,58E-14
8,249	0	8,249	-1,58E-14
8,25	0	8,25	-1,58E-14
8,251	0	8,251	-1,58E-14
8,252	0	8,252	-1,58E-14
8,253	0	8,253	-1,58E-14
8,254	0	8,254	-1,58E-14
8,255	0	8,255	-1,58E-14
8,256	0	8,256	-1,58E-14
8,257	0	8,257	-1,58E-14
8,258	0	8,258	-1,58E-14
8,259	0	8,259	-1,58E-14
8,26	0	8,26	-1,58E-14
8,261	0	8,261	-1,58E-14
8,262	0	8,262	-1,58E-14
8,263	0	8,263	-1,58E-14
8,264	0	8,264	-1,58E-14
8,265	0	8,265	-1,58E-14
8,266	0	8,266	-1,58E-14
8,267	0	8,267	-1,58E-14
8,268	0	8,268	-1,58E-14
8,269	0	8,269	-1,58E-14
8,27	0	8,27	-1,58E-14
8,271	0	8,271	-1,58E-14
8,272	0	8,272	-1,58E-14
8,273	0	8,273	-1,58E-14
8,274	0	8,274	-1,58E-14
8,275	0	8,275	-1,58E-14
8,276	0	8,276	-1,58E-14
8,277	0	8,277	-1,58E-14
8,278	0	8,278	-1,58E-14
8,279	0	8,279	-1,58E-14
8,28	0	8,28	-1,58E-14
8,281	0	8,281	-1,58E-14
8,282	0	8,282	-1,58E-14
8,283	0	8,283	-1,58E-14
8,284	0	8,284	-1,58E-14
8,285	0	8,285	-1,58E-14
8,286	0	8,286	-1,58E-14
8,287	0	8,287	-1,58E-14
8,288	0	8,288	-1,58E-14
8,289	0	8,289	-1,58E-14
8,29	0	8,29	-1,58E-14
8,291	0	8,291	-1,58E-14
8,292	0	8,292	-1,58E-14
8,293	0	8,293	-1,58E-14
8,294	0	8,294	-1,58E-14
8,295	0	8,295	-1,58E-14
8,296	0	8,296	-1,58E-14
8,297	0	8,297	-1,58E-14
8,298	0	8,298	-1,58E-14
8,299	0	8,299	-1,58E-14
8,3	0	8,3	-1,58E-14
8,301	0	8,301	-1,58E-14
8,302	0	8,302	-1,58E-14
8,303	0	8,303	-1,58E-14
8,304	0	8,304	-1,58E-14
8,305	0	8,305	-1,58E-14
8,306	0	8,306	-1,58E-14
8,307	0	8,307	-1,58E-14
8,308	0	8,308	-1,58E-14
8,309	0	8,309	-1,58E-14
8,31	0	8,31	-1,58E-14
8,311	0	8,311	-1,58E-14
8,312	0	8,312	-1,58E-14
8,313	0	8,313	-1,58E-14
8,314	0	8,314	-1,58E-14
8,315	0	8,315	-1,58E-14
8,316	0	8,316	-1,58E-14
8,317	0	8,317	-1,58E-14
8,318	0	8,318	-1,58E-14
8,319	0	8,319	-1,58E-14
8,32	0	8,32	-1,58E-14
8,321	0	8,321	-1,58E-14
8,322	0	8,322	-1,58E-14
8,323	0	8,323	-1,58E-14
8,324	0	8,324	-1,58E-14
8,325	0	8,325	-1,58E-14
8,326	0	8,326	-1,58E-14
8,327	0	8,327	-1,58E-14
8,328	0	8,328	-1,58E-14
8,329	0	8,329	-1,58E-14
8,33	0	8,33	-1,58E-14
8,331	0	8,331	-1,58E-14
8,332	0	8,332	-1,58E-14
8,333	0	8,333	-1,58E-14
8,334	0	8,334	-1,58E-14
8,335	0	8,335	-1,58E-14
8,336	0	8,336	-1,58E-14
8,337	0	8,337	-1,58E-14
8,338	0	8,338	-1,58E-14
8,339	0	8,339	-1,58E-14
8,34	0	8,34	-1,58E-14
8,341	0	8,341	-1,58E-14
8,342	0	8,342	-1,58E-14
8,343	0	8,343	-1,58E-14
8,344	0	8,344	-1,58E-14
8,345	0	8,345	-1,58E-14
8,346	0	8,346	-1,58E-14
8,347	0	8,347	-1,58E-14
8,348	0	8,348	-1,58E-14
8,349	0	8,349	-1,58E-14
8,35	0	8,35	-1,58E-14
8,351	0	8,351	-1,58E-14
8,352	0	8,352	-1,58E-14
8,353	0	8,353	-1,58E-14
8,354	0	8,354	-1,58E-14
8,355	0	8,355	-1,58E-14
8,356	0	8,356	-1,58E-14
8,357	0	8,357	-1,58E-14
8,358	0	8,358	-1,58E-14
8,359	0	8,359	-1,58E-14
8,36	0	8,36	-1,58E-14
8,361	0	8,361	-1,58E-14
8,362	0	8,362	-1,58E-14
8,363	0	8,363	-1,58E-14
8,364	0	8,364	-1,58E-14
8,365	0	8,365	-1,58E-14
8,366	0	8,366	-1,58E-14
8,367	0	8,367	-1,58E-14
8,368	0	8,368	-1,58E-14
8,369	0	8,369	-1,58E-14
8,37	0	8,37	-1,58E-14
8,371	0	8,371	-1,58E-14
8,372	0	8,372	-1,58E-14
8,373	0	8,373	-1,58E-14
8,374	0	8,374	-1,58E-14
8,375	0	8,375	-1,58E-14
8,376	0	8,376	-1,58E-14
8,377	0	8,377	-1,58E-14
8,378	0	8,378	-1,58E-14
8,379	0	8,379	-1,58E-14
8,38	0	8,38	-1,58E-14
8,381	0	8,381	-1,58E-14
8,382	0	8,382	-1,58E-14
8,383	0	8,383	-1,58E-14
8,384	0	8,384	-1,58E-14
8,385	0	8,385	-1,58E-14
8,386	0	8,386	-1,58E-14
8,387	0	8,387	-1,58E-14
8,388	0	8,388	-1,58E-14
8,389	0	8,389	-1,58E-14
8,39	0	8,39	-1,58E-14
8,391	0	8,391	-1,58E-14
8,392	0	8,392	-1,58E-14
8,393	0	8,393	-1,58E-14
8,394	0	8,394	-1,58E-14
8,395	0	8,395	-1,58E-14
8,396	0	8,396	-1,58E-14
8,397	0	8,397	-1,58E-14
8,398	0	8,398	-1,58E-14
8,399	0	8,399	-1,58E-14
8,4	0	8,4	-1,58E-14
8,401	0	8,401	-1,58E-14
8,402	0	8,402	-1,58E-14
8,403	0	8,403	-1,58E-14
8,404	0	8,404	-1,58E-14
8,405	0	8,405	-1,58E-14
8,406	0	8,406	-1,58E-14
8,407	0	8,407	-1,58E-14
8,408	0	8,408	-1,58E-14
8,409	0	8,409	-1,58E-14
8,41	0	8,41	-1,58E-14
8,411	0	8,411	-1,58E-14
8,412	0	8,412	-1,58E-14
8,413	0	8,413	-1,58E-14
8,414	0	8,414	-1,58E-14
8,415	0	8,415	-1,58E-14
8,416	0	8,416	-1,58E-14
8,417	0	8,417	-1,58E-14
8,418	0	8,418	-1,58E-14
8,419	0	8,419	-1,58E-14
8,42	0	8,42	-1,58E-14
8,421	0	8,421	-1,58E-14
8,422	0	8,422	-1,58E-14
8,423	0	8,423	-1,58E-14
8,424	0	8,424	-1,58E-14
8,425	0	8,425	-1,58E-14
8,426	0	8,426	-1,58E-14
8,427	0	8,427	-1,58E-14
8,428	0	8,428	-1,58E-14
8,429	0	8,429	-1,58E-14
8,43	0	8,43	-1,58E-14
8,431	0	8,431	-1,58E-14
8,432	0	8,432	-1,58E-14
8,433	0	8,433	-1,58E-14
8,434	0	8,434	-1,58E-14
8,435	0	8,435	-1,58E-14
8,436	0	8,436	-1,58E-14
8,437	0	8,437	-1,58E-14
8,438	0	8,438	-1,58E-14
8,439	0	8,439	-1,58E-14
8,44	0	8,44	-1,58E-14
8,441	0	8,441	-1,58E-14
8,442	0	8,442	-1,58E-14
8,443	0	8,443	-1,58E-14
8,444	0	8,444	-1,58E-14
8,445	0	8,445	-1,58E-14
8,446	0	8,446	-1,58E-14
8,447	0	8,447	-1,58E-14
8,448	0	8,448	-1,58E-14
8,449	0	8,449	-1,58E-14
8,45	0	8,45	-1,58E-14
8,451	0	8,451	-1,58E-14
8,452	0	8,452	-1,58E-14
8,453	0	8,453	-1,58E-14
8,454	0	8,454	-1,58E-14
8,455	0	8,455	-1,58E-14
8,456	0	8,456	-1,58E-14
8,457	0	8,457	-1,58E-14
8,458	0	8,458	-1,58E-14
8,459	0	8,459	-1,58E-14
8,46	0	8,46	-1,58E-14
8,461	0	8,461	-1,58E-14
8,462	0	8,462	-1,58E-14
8,463	0	8,463	-1,58E-14
8,464	0	8,464	-1,58E-14
8,465	0	8,465	-1,58E-14
8,466	0	8,466	-1,58E-14
8,467	0	8,467	-1,58E-14
8,468	0	8,468	-1,58E-14
8,469	0	8,469	-1,58E-14
8,47	0	8,47	-1,58E-14
8,471	0	8,471	-1,58E-14
8,472	0	8,472	-1,58E-14
8,473	0	8,473	-1,58E-14
8,474	0	8,474	-1,58E-14
8,475	0	8,475	-1,58E-14
8,476	0	8,476	-1,58E-14
8,477	0	8,477	-1,58E-14
8,478	0	8,478	-1,58E-14
8,479	0	8,479	-1,58E-14
8,48	0	8,48	-1,58E-14
8,481	0	8,481	-1,58E-14
8,482	0	8,482	-1,58E-14
8,483	0	8,483	-1,58E-14
8,484	0	8,484	-1,58E-14
8,485	0	8,485	-1,58E-14
8,486	0	8,486	-1,58E-14
8,487	0	8,487	-1,58E-14
8,488	0	8,488	-1,58E-14
8,489	0	8,489	-1,58E-14
8,49	0	8,49	-1,58E-14
8,491	0	8,491	-1,58E-14
8,492	0	8,492	-1,58E-14
8,493	0	8,493	-1,58E-14
8,494	0	8,494	-1,58E-14
8,495	0	8,495	-1,58E-14
8,496	0	8,496	-1,58E-14
8,497	0	8,497	-1,58E-14
8,498	0	8,498	-1,58E-14
8,499	0	8,499	-1,58E-14
8,5	0	8,5	-1,58E-14
8,501	0	8,501	-1,58E-14
8,502	0	8,502	-1,58E-14
8,503	0	8,503	-1,58E-14
8,504	0	8,504	-1,58E-14
8,505	0	8,505	-1,58E-14
8,506	0	8,506	-1,58E-14
8,507	0	8,507	-1,58E-14
8,508	0	8,508	-1,58E-14
8,509	0	8,509	-1,58E-14
8,51	0	8,51	-1,58E-14
8,511	0	8,511	-1,58E-14
8,512	0	8,512	-1,58E-14
8,513	0	8,513	-1,58E-14
8,514	0	8,514	-1,58E-14
8,515	0	8,515	-1,58E-14
8,516	0	8,516	-1,58E-14
8,517	0	8,517	-1,58E-14
8,518	0	8,518	-1,58E-14
8,519	0	8,519	-1,58E-14
8,52	0	8,52	-1,58E-14
8,521	0	8,521	-1,58E-14
8,522	0	8,522	-1,58E-14
8,523	0	8,523	-1,58E-14
8,524	0	8,524	-1,58E-14
8,525	0	8,525	-1,58E-14
8,526	0	8,526	-1,58E-14
8,527	0	8,527	-1,58E-14
8,528	0	8,528	-1,58E-14
8,529	0	8,529	-1,58E-14
8,53	0	8,53	-1,58E-14
8,531	0	8,531	-1,58E-14
8,532	0	8,532	-1,58E-14
8,533	0	8,533	-1,58E-14
8,534	0	8,534	-1,58E-14
8,535	0	8,535	-1,58E-14
8,536	0	8,536	-1,58E-14
8,537	0	8,537	-1,58E-14
8,538	0	8,538	-1,58E-14
8,539	0	8,539	-1,58E-14
8,54	0	8,54	-1,58E-14
8,541	0	8,541	-1,58E-14
8,542	0	8,542	-1,58E-14
8,543	0	8,543	-1,58E-14
8,544	0	8,544	-1,58E-14
8,545	0	8,545	-1,58E-14
8,546	0	8,546	-1,58E-14
8,547	0	8,547	-1,58E-14
8,548	0	8,548	-1,58E-14
8,549	0	8,549	-1,58E-14
8,55	0	8,55	-1,58E-14
8,551	0	8,551	-1,58E-14
8,552	0	8,552	-1,58E-14
8,553	0	8,553	-1,58E-14
8,554	0	8,554	-1,58E-14
8,555	0	8,555	-1,58E-14
8,556	0	8,556	-1,58E-14
8,557	0	8,557	-1,58E-14
8,558	0	8,558	-1,58E-14
8,559	0	8,559	-1,58E-14
8,56	0	8,56	-1,58E-14
8,561	0	8,561	-1,58E-14
8,562	0	8,562	-1,58E-14
8,563	0	8,563	-1,58E-14
8,564	0	8,564	-1,58E-14
8,565	0	8,565	-1,58E-14
8,566	0	8,566	-1,58E-14
8,567	0	8,567	-1,58E-14
8,568	0	8,568	-1,58E-14
8,569	0	8,569	-1,58E-14
8,57	0	8,57	-1,58E-14
8,571	0	8,571	-1,58E-14
8,572	0	8,572	-1,58E-14
8,573	0	8,573	-1,58E-14
8,574	0	8,574	-1,58E-14
8,575	0	8,575	-1,58E-14
8,576	0	8,576	-1,58E-14
8,577	0	8,577	-1,58E-14
8,578	0	8,578	-1,58E-14
8,579	0	8,579	-1,58E-14
8,58	0	8,58	-1,58E-14
8,581	0	8,581	-1,58E-14
8,582	0	8,582	-1,58E-14
8,583	0	8,583	-1,58E-14
8,584	0	8,584	-1,58E-14
8,585	0	8,585	-1,58E-14
8,586	0	8,586	-1,58E-14
8,587	0	8,587	-1,58E-14
8,588	0	8,588	-1,58E-14
8,589	0	8,589	-1,58E-14
8,59	0	8,59	-1,58E-14
8,591	0	8,591	-1,58E-14
8,592	0	8,592	-1,58E-14
8,593	0	8,593	-1,58E-14
8,594	0	8,594	-1,58E-14
8,595	0	8,595	-1,58E-14
8,596	0	8,596	-1,58E-14
8,597	0	8,597	-1,58E-14
8,598	0	8,598	-1,58E-14
8,599	0	8,599	-1,58E-14
8,6	0	8,6	-1,58E-14
8,601	0	8,601	-1,58E-14
8,602	0	8,602	-1,58E-14
8,603	0	8,603	-1,58E-14
8,604	0	8,604	-1,58E-14
8,605	0	8,605	-1,58E-14
8,606	0	8,606	-1,58E-14
8,607	0	8,607	-1,58E-14
8,608	0	8,608	-1,58E-14
8,609	0	8,609	-1,58E-14
8,61	0	8,61	-1,58E-14
8,611	0	8,611	-1,58E-14
8,612	0	8,612	-1,58E-14
8,613	0	8,613	-1,58E-14
8,614	0	8,614	-1,58E-14
8,615	0	8,615	-1,58E-14
8,616	0	8,616	-1,58E-14
8,617	0	8,617	-1,58E-14
8,618	0	8,618	-1,58E-14
8,619	0	8,619	-1,58E-14
8,62	0	8,62	-1,58E-14
8,621	0	8,621	-1,58E-14
8,622	0	8,622	-1,58E-14
8,623	0	8,623	-1,58E-14
8,624	0	8,624	-1,58E-14
8,625	0	8,625	-1,58E-14
8,626	0	8,626	-1,58E-14
8,627	0	8,627	-1,58E-14
8,628	0	8,628	-1,58E-14
8,629	0	8,629	-1,58E-14
8,63	0	8,63	-1,58E-14
8,631	0	8,631	-1,58E-14
8,632	0	8,632	-1,58E-14
8,633	0	8,633	-1,58E-14
8,634	0	8,634	-1,58E-14
8,635	0	8,635	-1,58E-14
8,636	0	8,636	-1,58E-14
8,637	0	8,637	-1,58E-14
8,638	0	8,638	-1,58E-14
8,639	0	8,639	-1,58E-14
8,64	0	8,64	-1,58E-14
8,641	0	8,641	-1,58E-14
8,642	0	8,642	-1,58E-14
8,643	0	8,643	-1,58E-14
8,644	0	8,644	-1,58E-14
8,645	0	8,645	-1,58E-14
8,646	0	8,646	-1,58E-14
8,647	0	8,647	-1,58E-14
8,648	0	8,648	-1,58E-14
8,649	0	8,649	-1,58E-14
8,65	0	8,65	-1,58E-14
8,651	0	8,651	-1,58E-14
8,652	0	8,652	-1,58E-14
8,653	0	8,653	-1,58E-14
8,654	0	8,654	-1,58E-14
8,655	0	8,655	-1,58E-14
8,656	0	8,656	-1,58E-14
8,657	0	8,657	-1,58E-14
8,658	0	8,658	-1,58E-14
8,659	0	8,659	-1,58E-14
8,66	0	8,66	-1,58E-14
8,661	0	8,661	-1,58E-14
8,662	0	8,662	-1,58E-14
8,663	0	8,663	-1,58E-14
8,664	0	8,664	-1,58E-14
8,665	0	8,665	-1,58E-14
8,666	0	8,666	-1,58E-14
8,667	0	8,667	-1,58E-14
8,668	0	8,668	-1,58E-14
8,669	0	8,669	-1,58E-14
8,67	0	8,67	-1,58E-14
8,671	0	8,671	-1,58E-14
8,672	0	8,672	-1,58E-14
8,673	0	8,673	-1,58E-14
8,674	0	8,674	-1,58E-14
8,675	0	8,675	-1,58E-14
8,676	0	8,676	-1,58E-14
8,677	0	8,677	-1,58E-14
8,678	0	8,678	-1,58E-14
8,679	0	8,679	-1,58E-14
8,68	0	8,68	-1,58E-14
8,681	0	8,681	-1,58E-14
8,682	0	8,682	-1,58E-14
8,683	0	8,683	-1,58E-14
8,684	0	8,684	-1,58E-14
8,685	0	8,685	-1,58E-14
8,686	0	8,686	-1,58E-14
8,687	0	8,687	-1,58E-14
8,688	0	8,688	-1,58E-14
8,689	0	8,689	-1,58E-14
8,69	0	8,69	-1,58E-14
8,691	0	8,691	-1,58E-14
8,692	0	8,692	-1,58E-14
8,693	0	8,693	-1,58E-14
8,694	0	8,694	-1,58E-14
8,695	0	8,695	-1,58E-14
8,696	0	8,696	-1,58E-14
8,697	0	8,697	-1,58E-14
8,698	0	8,698	-1,58E-14
8,699	0	8,699	-1,58E-14
8,7	0	8,7	-1,58E-14
8,701	0	8,701	-1,58E-14
8,702	0	8,702	-1,58E-14
8,703	0	8,703	-1,58E-14
8,704	0	8,704	-1,58E-14
8,705	0	8,705	-1,58E-14
8,706	0	8,706	-1,58E-14
8,707	0	8,707	-1,58E-14
8,708	0	8,708	-1,58E-14
8,709	0	8,709	-1,58E-14
8,71	0	8,71	-1,58E-14
8,711	0	8,711	-1,58E-14
8,712	0	8,712	-1,58E-14
8,713	0	8,713	-1,58E-14
8,714	0	8,714	-1,58E-14
8,715	0	8,715	-1,58E-14
8,716	0	8,716	-1,58E-14
8,717	0	8,717	-1,58E-14
8,718	0	8,718	-1,58E-14
8,719	0	8,719	-1,58E-14
8,72	0	8,72	-1,58E-14
8,721	0	8,721	-1,58E-14
8,722	0	8,722	-1,58E-14
8,723	0	8,723	-1,58E-14
8,724	0	8,724	-1,58E-14
8,725	0	8,725	-1,58E-14
8,726	0	8,726	-1,58E-14
8,727	0	8,727	-1,58E-14
8,728	0	8,728	-1,58E-14
8,729	0	8,729	-1,58E-14
8,73	0	8,73	-1,58E-14
8,731	0	8,731	-1,58E-14
8,732	0	8,732	-1,58E-14
8,733	0	8,733	-1,58E-14
8,734	0	8,734	-1,58E-14
8,735	0	8,735	-1,58E-14
8,736	0	8,736	-1,58E-14
8,737	0	8,737	-1,58E-14
8,738	0	8,738	-1,58E-14
8,739	0	8,739	-1,58E-14
8,74	0	8,74	-1,58E-14
8,741	0	8,741	-1,58E-14
8,742	0	8,742	-1,58E-14
8,743	0	8,743	-1,58E-14
8,744	0	8,744	-1,58E-14
8,745	0	8,745	-1,58E-14
8,746	0	8,746	-1,58E-14
8,747	0	8,747	-1,58E-14
8,748	0	8,748	-1,58E-14
8,749	0	8,749	-1,58E-14
8,75	0	8,75	-1,58E-14
8,751	0	8,751	-1,58E-14
8,752	0	8,752	-1,58E-14
8,753	0	8,753	-1,58E-14
8,754	0	8,754	-1,58E-14
8,755	0	8,755	-1,58E-14
8,756	0	8,756	-1,58E-14
8,757	0	8,757	-1,58E-14
8,758	0	8,758	-1,58E-14
8,759	0	8,759	-1,58E-14
8,76	0	8,76	-1,58E-14
8,761	0	8,761	-1,58E-14
8,762	0	8,762	-1,58E-14
8,763	0	8,763	-1,58E-14
8,764	0	8,764	-1,58E-14
8,765	0	8,765	-1,58E-14
8,766	0	8,766	-1,58E-14
